id_no,client_zip_codes,organization,org_address1,org_address2,org_city,org_state,org_zip_code,org_telephone,org_coordinates,org_hours,hours_notes,assist_id,assistance,status_id,status,status_date,status_text,requirements,is_first_bold,is_first_red,webpage,googlemaps,org_email,org_county,zip_neighborhoods,org_parent,org_neighborhood
653,"[""99999""]",Northvale Village (RHF),14422 Cornerstone Village Drive,,Houston,TX,77014,281-880-6144,"29.9895843348578, -95.4844577166686",,,24,Housing,1,ACTIVE,05/14/2025,Verified online,"Subsidised housing for older adults (62+).
Rent is approx 30% of adjusted gross income.
A Retirement Housing Foundation (RHF) community.",FALSE,FALSE,https://rhf.org/northvale-village/,"https://www.google.com/maps/place/Northvale+Village/@29.990179,-95.484496,16z/data=!4m6!3m5!1s0x8640cc7bb5279051:0x31eae4436bf5cdab!8m2!3d29.990179!4d-95.484496!16s%2Fg%2F1263cmq6g?hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Bammel Village, Cornerstone Village North, Northchase",Northvale Village (RHF),Cornerstone Village North
654,"[""77014"", ""77032"", ""77038"", ""77050"", ""77060"", ""77064"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77073"", ""77086"", ""77090"", ""77373"", ""77379"", ""77388"", ""77389""]",Northwest Area Ministries,15555 Kuykendahl Road,,Houston,TX,77090,281-885-4555,"30.0056433635391, -95.4623423018708","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th""],""open"":""08:00"",""close"":""17:00""},{""days"":[""Fr""],""open"":""08:00"",""close"":""16:00""}]}",Apply online,11,Rent,1,ACTIVE,07/10/2025,Verified by phone,"Apply throughout the month. Random selection on the 1st of the following month for further review.
Process takes 7-10 business days.",FALSE,FALSE,https://www.namonline.org/,https://maps.google.com/?q=Northwest%20Area%20Ministries%2015555%20Kuykendahl%20Rd%20Houston%20TX%2077080,,Harris,"Cypress Station, Ella Crossing, Westador",Northwest Area Ministries,Westador
655,"[""77014"", ""77032"", ""77038"", ""77050"", ""77060"", ""77064"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77073"", ""77086"", ""77090"", ""77373"", ""77379"", ""77388"", ""77389""]",Northwest Area Ministries,15555 Kuykendahl Road,,Houston,TX,77090,281-885-4555 Ext 4519,"30.0056433635391, -95.4623423018708","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th""],""open"":""08:00"",""close"":""17:00""},{""days"":[""Fr""],""open"":""08:00"",""close"":""16:00""}]}",,12,Utilities,1,ACTIVE,07/10/2025,Verified by phone,,FALSE,FALSE,https://www.namonline.org/,https://maps.google.com/?q=Northwest%20Area%20Ministries%2015555%20Kuykendahl%20Rd%20Houston%20TX%2077080,,Harris,"Cypress Station, Ella Crossing, Westador",Northwest Area Ministries,Westador
656,"[""77014"", ""77032"", ""77038"", ""77050"", ""77060"", ""77064"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77073"", ""77086"", ""77090"", ""77373"", ""77379"", ""77388"", ""77389""]",Northwest Area Ministries,15555 Kuykendahl Road,,Houston,TX,77090,281-885-4519,"30.0056433635391, -95.4623423018708","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""14:00""}]}",,13,Food,1,ACTIVE,,,"Apply in person.
Check website for required documents..",FALSE,FALSE,https://www.namonline.org/,https://maps.google.com/?q=Northwest%20Area%20Ministries%2015555%20Kuykendahl%20Rd%20Houston%20TX%2077080,,Harris,"Cypress Station, Ella Crossing, Westador",Northwest Area Ministries,Westador
657,"[""77014"", ""77032"", ""77038"", ""77050"", ""77060"", ""77064"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77073"", ""77086"", ""77090"", ""77373"", ""77379"", ""77388"", ""77389""]",Northwest Area Ministries,15555 Kuykendahl Road,,Houston,TX,77090,281-885-4595,"30.0056433635391, -95.4623423018708",,,24,Housing,1,ACTIVE,,,"Permanent supportive housing.
Have to be unhoused and at least one member of household has a documented disability.
Assessment conducted at a designated Coordinated Access site (check website for additional information).",FALSE,FALSE,https://www.namonline.org/,https://maps.google.com/?q=Northwest%20Area%20Ministries%2015555%20Kuykendahl%20Rd%20Houston%20TX%2077080,,Harris,"Cypress Station, Ella Crossing, Westador",Northwest Area Ministries,Westador
658,"[""77014"", ""77032"", ""77038"", ""77050"", ""77060"", ""77064"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77073"", ""77086"", ""77090"", ""77373"", ""77379"", ""77388"", ""77389""]",Northwest Area Ministries,15555 Kuykendahl Road,,Houston,TX,77090,713-387-7180,"30.0056433635391, -95.4623423018708","{""regular"":[{""days"":[""Tu"",""We""],""open"":""08:00"",""close"":""17:00""}]}",,31,Medical - Primary Care,1,ACTIVE,,,Has been rebranded to Spring Branch Community Health Center Northwest.,FALSE,FALSE,https://www.namonline.org/,https://maps.google.com/?q=Northwest%20Area%20Ministries%2015555%20Kuykendahl%20Rd%20Houston%20TX%2077080,,Harris,"Cypress Station, Ella Crossing, Westador",Northwest Area Ministries,Westador
659,"[""77014"", ""77032"", ""77038"", ""77050"", ""77060"", ""77064"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77073"", ""77086"", ""77090"", ""77373"", ""77379"", ""77388"", ""77389""]",Northwest Area Ministries,15555 Kuykendahl Road,,Houston,TX,77090,281-885-4662,"30.0056433635391, -95.4623423018708",,,33,Medical - Behavioral Health,1,ACTIVE,,,"Mental Health Counseling including family, parenting, couples and grief.",FALSE,FALSE,https://www.namonline.org/,https://maps.google.com/?q=Northwest%20Area%20Ministries%2015555%20Kuykendahl%20Rd%20Houston%20TX%2077080,,Harris,"Cypress Station, Ella Crossing, Westador",Northwest Area Ministries,Westador
660,"[""77014"", ""77032"", ""77038"", ""77050"", ""77060"", ""77064"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77073"", ""77086"", ""77090"", ""77373"", ""77379"", ""77388"", ""77389""]",Northwest Area Ministries,15555 Kuykendahl Road,,Houston,TX,77090,281-885-4673,"30.0056433635391, -95.4623423018708",,,42,Domestic Abuse - Other,1,ACTIVE,,,"Crisis hotline
Peer advocates
Case management
One on one therapy",FALSE,FALSE,https://www.namonline.org/fvc,https://maps.google.com/?q=Northwest%20Area%20Ministries%2015555%20Kuykendahl%20Rd%20Houston%20TX%2077080,,Harris,"Cypress Station, Ella Crossing, Westador",Northwest Area Ministries,Westador
661,"[""77014"", ""77032"", ""77038"", ""77050"", ""77060"", ""77064"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77073"", ""77086"", ""77090"", ""77373"", ""77379"", ""77388"", ""77389""]",Northwest Area Ministries,15555 Kuykendahl Road,,Houston,TX,77090,281-885-4523,"30.0056433635391, -95.4623423018708",,,51,Education - Adults,1,ACTIVE,,,"Vocational Training
Complete online pre-screening form or call.",FALSE,FALSE,https://www.namonline.org/,https://maps.google.com/?q=Northwest%20Area%20Ministries%2015555%20Kuykendahl%20Rd%20Houston%20TX%2077080,,Harris,"Cypress Station, Ella Crossing, Westador",Northwest Area Ministries,Westador
662,"[""77014"", ""77032"", ""77038"", ""77050"", ""77060"", ""77064"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77073"", ""77086"", ""77090"", ""77373"", ""77379"", ""77388"", ""77389""]",Northwest Area Ministries,15555 Kuykendahl Road,,Houston,TX,77090,281-885-4600,"30.0056433635391, -95.4623423018708","{""regular"":[{""days"":[""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""15:00""},{""days"":[""Mo""],""open"":""08:00"",""close"":""17:00""}]}",,61,Seniors,1,ACTIVE,,,"Meals on Wheels
Free lunches
Activities for Seniors. There is an annual and daily fee for this.",FALSE,FALSE,https://www.namonline.org/,https://maps.google.com/?q=Northwest%20Area%20Ministries%2015555%20Kuykendahl%20Rd%20Houston%20TX%2077080,,Harris,"Cypress Station, Ella Crossing, Westador",Northwest Area Ministries,Westador
663,"[""77072""]",Notre Dame Catholic Church,7720 Boone Road,,Houston,TX,77072,281-498-4653,"29.69477, -95.575167",,,13,Food,1,ACTIVE,,,,FALSE,FALSE,https://ndgh.org/,https://maps.google.com/?q=Notre%20Dame%20Catholic%20Church%207720%20Boone%20Rd%20Houston%20TX%2077072,,Harris,Alief,Notre Dame Catholic Church,Alief
664,"[""99999""]",Office of Veterans & Military Affairs,170 Heights Blvd,,Houston,TX,77007,832-393-0992,"29.772754839670746, -95.3968144763415","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""17:00""}]}",,56,Veterans,1,ACTIVE,02/13/2026,Verified online,"Veterans
Advocate and coordinates and facilitates access to resources in Federal, State and local programs for veterans and their families and survivors.",FALSE,FALSE,https://houstontx.gov/vetaffairs/,"https://www.google.com/maps/place/170+Heights+Blvd,+Houston,+TX+77007/@29.7725268,-95.4016586,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c754d83428b3:0xaa4f65a9c8d458e9!8m2!3d29.7725222!4d-95.3967823!16s%2Fg%2F11bw4bzbp9?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Downtown Houston, Memorial Park, Rice Military, Sawyer Heights, Washington Avenue Coalition / Memorial Park, Washington Corridor",City of Houston,Washington Avenue Coalition / Memorial Park
665,"[""99999""]",Open Door Mission,5803 Harrisburg Blvd,,Houston,TX,77011,713-921-7520,"29.740565253704528, -95.31710819718892","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""16:00""}]}",,34,Medical - Addiction Recovery,1,ACTIVE,,,"Coalition for the Homeless (CFTH) Partner
16 week residential program for men to address root cause of adult male trauma.",FALSE,FALSE,https://www.opendoorhouston.org/doorway,"https://www.google.com/maps/place/Open+Door+Mission/@29.7404488,-95.3196831,17z/data=!3m1!4b1!4m6!3m5!1s0x8640be9b3696a5e7:0x550ce3e191cc1b99!8m2!3d29.7404442!4d-95.3171082!16s%2Fg%2F1tdk0zby?entry=ttu&g_ep=EgoyMDI1MTAwOC4wIKXMDSoASAFQAw%3D%3D",,Harris,"Eastwood, Magnolia Park, Second Ward, South Central Houston",Open Door Mission,South Central Houston
666,"[""77547""]",Our Lady of Fatima,1705 8th Street,,Galena Park,TX,77547,713-675-0981,"29.7384172323232, -95.2381531111111","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""16:00""}]}",,13,Food,1,ACTIVE,,,,FALSE,FALSE,https://www.olfparishgp.org/,https://maps.google.com/?q=Our%20Lady%20of%20Fatima%201705%208th%20St%20Galena%20Park%20TX%2077547,,Harris,"Galena Park, Northeast Houston",Our Lady of Fatima,Northeast Houston
667,"[""77520""]",Our Lady of Guadalupe Baytown,1124 Beech Street,,Baytown,TX,77520,281-428-1506,"29.731861877551, -94.998852122449","{""regular"":[{""days"":[""Th""],""open"":""09:00"",""close"":""12:00""}]}",,13,Food,1,ACTIVE,,,,FALSE,FALSE,https://olgbaytown.org/en/homepage/,https://maps.google.com/?q=Our%20Lady%20of%20Guadalupe%20Baytown%201124%20Beech%20St%20Baytown%20TX%2077520,,Harris,"Amelia Airhart, Baytown, East Baytown",Our Lady of Guadalupe Baytown,Amelia Airhart
668,"[""77480"", ""77486""]",Our Lady of Perpetual Help (SVdP),310 N McKinney Street,,Sweeny,TX,77480,979-345-4999,"29.0483087609633, -95.6910325315355","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th""],""open"":null,""close"":null}]}",,11,Rent,1,ACTIVE,,,,FALSE,FALSE,https://olphsja.org/ministries,https://maps.google.com/?q=Our%20Lady%20of%20Perpetual%20Help%20(SVdP)%20310%20N%20McKinney%20St%20Sweeny%20TX%2077480,,Brazoria,Sweeny,Society of St Vincent de Paul,Sweeny
669,"[""77480"", ""77486""]",Our Lady of Perpetual Help (SVdP),310 N McKinney Street,,Sweeny,TX,77480,979-345-4999,"29.0483087609633, -95.6910325315355","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th""],""open"":null,""close"":null}]}",,12,Utilities,1,ACTIVE,,,,FALSE,FALSE,https://olphsja.org/ministries,https://maps.google.com/?q=Our%20Lady%20of%20Perpetual%20Help%20(SVdP)%20310%20N%20McKinney%20St%20Sweeny%20TX%2077480,,Brazoria,Sweeny,Society of St Vincent de Paul,Sweeny
670,"[""77480"", ""77486""]",Our Lady of Perpetual Help (SVdP),310 N McKinney Street,,Sweeny,TX,77480,979-345-4999,"29.0483087609633, -95.6910325315355","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th""],""open"":null,""close"":null}]}",,13,Food,1,ACTIVE,,,,FALSE,FALSE,https://olphsja.org/ministries,https://maps.google.com/?q=Our%20Lady%20of%20Perpetual%20Help%20(SVdP)%20310%20N%20McKinney%20St%20Sweeny%20TX%2077480,,Brazoria,Sweeny,Society of St Vincent de Paul,Sweeny
671,"[""77020"", ""77029""]",Our Mother of Mercy (SVdP D1),2007 Granger Street,,Houston,TX,77020,713-672-1022,"29.7801250408163, -95.3306172857143","{""regular"":[{""days"":[""Fr""],""open"":""08:30"",""close"":""11:00""}]}",,13,Food,1,ACTIVE,,,,FALSE,FALSE,https://www.ourmotherofmercy.net/,https://maps.google.com/?q=Our%20Mother%20of%20Mercy%20(SVdP%20D1)%202007%20Granger%20St%20Houston%20TX%2077020,,Harris,"Denver Harbor / Port Houston, Fifth Ward, Northside",Society of St Vincent de Paul,Northside
672,"[""99999""]",PadSplit,,,Houston,TX,99999,,,,,24,Housing,2,LIMITED,,,"Membership housing alternative to apartments but 50% cheaper.
Modeled as a Airbnb but longer term.
Rents private rooms. One payment, weekly, covering all expenses
Requires income approval or deposit if unemployed.
Through a partner, and if approved, can provide rental assistance via a 0% interest loan.
More rules than if you were renting an apartment.",FALSE,FALSE,https://www.padsplit.com/rooms-for-rent/houston-tx,,,Greater Houston,Not Restricted by Zip Code,PadSplit,
673,"[""77015"", ""77058"", ""77059"", ""77501"", ""77502"", ""77503"", ""77504"", ""77505"", ""77506"", ""77507"", ""77508"", ""77536"", ""77586"", ""77089"", ""77546"", ""77548"", ""77549"", ""77598""]",Pasadena Community Ministries,2301 South Houston Road,,Pasadena,TX,77502,713-477-4336,"29.6776776452152, -95.2215099776574","{""regular"":[{""days"":[""Tu"",""Th""],""open"":""09:00"",""close"":""12:00""}],""special"":[{""pattern"":""1st Sa"",""open"":""09:00"",""close"":""11:00""}]}",,11,Rent,3,INACTIVE,01/06/2025,Number disconnected.,,FALSE,FALSE,https://www.pcm-texas.org/,https://maps.google.com/?q=Pasadena%20Community%20Ministries%202301%20South%20Houston%20Rd%20Pasadena%20TX%2077502,,Harris,"Pasadena (Southmore), Queens Knoll",Pasadena Community Ministries,Queens Knoll
674,"[""77015"", ""77058"", ""77059"", ""77501"", ""77502"", ""77503"", ""77504"", ""77505"", ""77506"", ""77507"", ""77508"", ""77536"", ""77586"", ""77089"", ""77546"", ""77548"", ""77549"", ""77598""]",Pasadena Community Ministries,2301 South Houston Road,,Pasadena,TX,77502,713-477-4336,"29.6776776452152, -95.2215099776574","{""regular"":[{""days"":[""Tu"",""Th""],""open"":""09:00"",""close"":""12:00""}],""special"":[{""pattern"":""1st Sa"",""open"":""09:00"",""close"":""11:00""}]}",,13,Food,3,INACTIVE,01/06/2025,Number disconnected.,"Serves Pasadena and Deer Park residents only.
Proof of residence, e.g. utility bill or lease agreement.
Allowed once a month.",FALSE,FALSE,https://www.pcm-texas.org/,https://maps.google.com/?q=Pasadena%20Community%20Ministries%202301%20South%20Houston%20Rd%20Pasadena%20TX%2077502,,Harris,"Pasadena (Southmore), Queens Knoll",Pasadena Community Ministries,Queens Knoll
675,"[""77015"", ""77058"", ""77059"", ""77501"", ""77502"", ""77503"", ""77504"", ""77505"", ""77506"", ""77507"", ""77508"", ""77536"", ""77586"", ""77089"", ""77546"", ""77548"", ""77549"", ""77598""]",Pasadena Community Ministries,2301 South Houston Road,,Pasadena,TX,77502,713-477-4336,"29.6776776452152, -95.2215099776574","{""regular"":[{""days"":[""Tu"",""Th""],""open"":""09:00"",""close"":""12:00""}],""special"":[{""pattern"":""1st Sa"",""open"":""09:00"",""close"":""11:00""}]}",,14,Clothing,1,ACTIVE,,,"Serves Pasadena and Deer Park residents only.
Proof of residence, e.g. utility bill or lease agreement.
Allowed once a month.",FALSE,FALSE,https://www.pcm-texas.org/,https://maps.google.com/?q=Pasadena%20Community%20Ministries%202301%20South%20Houston%20Rd%20Pasadena%20TX%2077502,,Harris,"Pasadena (Southmore), Queens Knoll",Pasadena Community Ministries,Queens Knoll
676,"[""99999""]",Patient Access Network (PAN) Foundation,1032 15th Street NW,Suite 413,Washington,DC,20005,866-316-7263,"38.903853125918744, -77.03514512736562","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""9:00"",""close"":""17:30""}]}",Apply online,36,Medical - Bill Payment,1,ACTIVE,01/23/2026,Verified online,"Provides direct financial assistance in the form of grants to insured patients to help defray their out-of-pocket healthcare costs.
Awards are income based.
Process starts by looking for a fund that covers your disease or medication on their website.
If the fund is open, you apply for a grant online otherwise join the waitlist.
Grants range from $500 to just under $10,000 depending on the fund.
A charitable patient assistance foundation.",FALSE,FALSE,https://www.panfoundation.org/find-disease-fund/,"https://www.google.com/maps/place/PAN+Foundation/@38.8999625,-77.0502225,16z/data=!3m1!5s0x89b7b7bef9b31fc3:0xd150b404a0212d9f!4m10!1m2!2m1!1spatient+access+network+foundation,+washington,+dc!3m6!1s0x89b7b7ba18d8071d:0x299505d94cdc82d1!8m2!3d38.9034383!4d-77.0350372!15sCjFwYXRpZW50IGFjY2VzcyBuZXR3b3JrIGZvdW5kYXRpb24sIHdhc2hpbmd0b24sIGRjWjEiL3BhdGllbnQgYWNjZXNzIG5ldHdvcmsgZm91bmRhdGlvbiB3YXNoaW5ndG9uIGRjkgEbYXNzb2NpYXRpb25fb3Jfb3JnYW5pemF0aW9umgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVI0ZEdOdGJteEJSUkFC4AEA-gEECAAQLw!16s%2Fg%2F1tcws0fw?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",,District of Columbia,Downtown,Patient Access Network (PAN) Foundation,Downtown
677,"[""99999""]",Patient Advocate Foundation,421 Butler Farm Road,,Hampton,VA,23666,800-532-5274,"37.06199579816504, -76.40699132812145","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:30"",""close"":""17:00""}]}",,35,Medical - Program Enrollment,1,ACTIVE,,Matt Ryan referral,"Free case management services to patients with confirmed serious health condition.
Must be in active treatment, starting treatment in the next 60 days or finished treatment in the last six months.
Must be a US citizen or permanent resident.
Case management includes getting prescribed medical treatment, explaining health insurance coverage and options, appealing insurance denials, applying for Medicaid, SSDI and other government programs, applying for programs to pay for living expenses.
A charitable patient assistance foundation.",FALSE,FALSE,https://www.patientadvocate.org/connect-with-services/case-management-services-and-carelines/,"https://www.google.com/maps/place/Patient+Advocate+Foundation/@37.0617733,-76.4118891,17z/data=!3m1!4b1!4m6!3m5!1s0x89ba83010a452603:0x5ebd3cb48ede74e4!8m2!3d37.0617734!4d-76.4070128!16s%2Fg%2F1vkxn4xs?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",,Hampton City,Northampton,Patient Advocate Foundation,Northampton
678,"[""99999""]",Patient Advocate Foundation,421 Butler Farm Road,,Hampton,VA,23666,800-532-5274,"37.06199579816504, -76.40699132812145","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:30"",""close"":""17:00""}]}",Apply online,36,Medical - Bill Payment,1,ACTIVE,,Matt Ryan referral,"Co-Pay Relief is a program that provides direct financial assistance to help defray the cost of co-payments, co-insurance and deductibles.
A charitable patient assistance foundation.
The Financial Aid Funds provide direct on-time grants to patients who meet financial, medical and other criteria.  Funds are distributed until depleted.  
Most grants are small ranging from $300 to $1500.
Some grants require application online and some require calling in.  Check website for details.
A charitable patient assistance foundation.",FALSE,FALSE,https://www.patientadvocate.org/connect-with-services/financial-aid-funds/,"https://www.google.com/maps/place/Patient+Advocate+Foundation/@37.0617733,-76.4118891,17z/data=!3m1!4b1!4m6!3m5!1s0x89ba83010a452603:0x5ebd3cb48ede74e4!8m2!3d37.0617734!4d-76.4070128!16s%2Fg%2F1vkxn4xs?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",,Hampton City,Northampton,Patient Advocate Foundation,Northampton
679,"[""99999""]",PetSet,4265 San Felipe Street,Suite 1100,Houston,TX,77027,713-960-6622,"29.746521937038278, -95.45024899549786","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":null,""close"":null}]}",Appointments required,63,Animals,1,ACTIVE,03/02/2026,Verified online,"Spay & Neuter $20, Vaccinations & Microchip Free
This is a mobile unit.  Check website of location on any give day.
Appointments are required and made online.
See website for limiations and requirments.",TRUE,FALSE,https://pet-set.org/spay-neuter/,"https://www.google.com/maps/place/4265+San+Felipe+St,+Houston,+TX+77027/@29.746345,-95.4528293,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c11602426951:0x668c344ef44f68ee!8m2!3d29.746345!4d-95.450249!16s%2Fg%2F11nnkxcf4j?entry=ttu&g_ep=EgoyMDI2MDIyNS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Afton Oaks, Greenway / Upper Kirby Area, Highland Village, River Oaks District, Westside",PetSet,River Oaks District
